"well","minutes","OD600","Sample_Points","Time_offset(min)","Rep","Sample_Name","Sample_Offset","segments","Time","Temp","Media","Start_Inocula"
"A9",70,0.09,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:09:16,37,"LB","2uL"
"A9",75,0.09,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:14:16,37,"LB","2uL"
"A9",80,0.091,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:19:16,37,"LB","2uL"
"A9",85,0.091,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:24:16,37,"LB","2uL"
"A9",90,0.091,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:29:16,37,"LB","2uL"
"A9",95,0.091,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:34:16,37,"LB","2uL"
"A9",100,0.092,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:39:16,36.9,"LB","2uL"
"A9",105,0.093,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:44:16,37,"LB","2uL"
"A9",110,0.093,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:49:16,37,"LB","2uL"
"A9",115,0.094,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",120,0.096,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"A9",125,0.096,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:04:16,36.9,"LB","2uL"
"A9",130,0.098,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:09:16,37,"LB","2uL"
"A9",135,0.1,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:14:16,37,"LB","2uL"
"A9",175,0.12,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",180,0.123,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"A9",235,0.184,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",240,0.193,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"A9",295,0.288,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",300,0.298,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"A9",355,0.364,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",360,0.37,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"A9",415,0.41,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:54:16,37,"LB","2uL"
"A9",420,0.412,"T7",0,"A","T7_A_0","T7_0",7,2023-01-14 00:59:16,37,"LB","2uL"
"B1",0,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:03:16,37,"LB","2uL"
"B1",1,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:04:16,37,"LB","2uL"
"B1",2,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:05:16,37,"LB","2uL"
"B1",3,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:06:16,37,"LB","2uL"
"B1",4,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:07:16,37,"LB","2uL"
"B1",5,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:08:16,37,"LB","2uL"
"B1",6,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:09:16,36.9,"LB","2uL"
"B1",7,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:10:16,37,"LB","2uL"
"B1",8,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:11:16,37,"LB","2uL"
"B1",9,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:12:16,37,"LB","2uL"
"B1",10,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:13:16,36.9,"LB","2uL"
"B1",11,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:14:16,36.9,"LB","2uL"
"B1",12,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:15:16,37,"LB","2uL"
"B1",13,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:00:00,37,"LB","2uL"
"B1",14,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:01:00,36.9,"LB","2uL"
"B1",15,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:02:00,36.9,"LB","2uL"
"B1",16,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:03:00,37,"LB","2uL"
"B1",17,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:04:00,37,"LB","2uL"
"B1",18,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:05:00,37,"LB","2uL"
"B1",19,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:06:00,37,"LB","2uL"
"B1",20,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:07:00,37,"LB","2uL"
"B1",21,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:08:00,37,"LB","2uL"
"B1",22,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:09:00,37,"LB","2uL"
"B1",23,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:10:00,37,"LB","2uL"
"B1",24,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:11:00,37,"LB","2uL"
"B1",25,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:12:00,37,"LB","2uL"
"B1",26,0.086,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:13:00,36.9,"LB","2uL"
"B1",27,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:14:00,37,"LB","2uL"
"B1",28,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:15:00,37,"LB","2uL"
"B1",29,0.09,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:00:16,36.9,"LB","2uL"
"B1",30,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:01:16,37,"LB","2uL"
"B1",31,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:02:16,37,"LB","2uL"
"B1",32,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:03:16,37,"LB","2uL"
"B1",33,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:04:16,37,"LB","2uL"
"B1",34,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:05:16,37,"LB","2uL"
"B1",35,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:06:16,37,"LB","2uL"
"B1",36,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:07:16,37,"LB","2uL"
"B1",37,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:08:16,37,"LB","2uL"
"B1",38,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:09:16,37,"LB","2uL"
"B1",39,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:10:16,37,"LB","2uL"
"B1",40,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:11:16,37,"LB","2uL"
"B1",41,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:12:16,37,"LB","2uL"
"B1",42,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:13:16,37,"LB","2uL"
"B1",43,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:14:16,37,"LB","2uL"
"B1",44,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:15:16,37,"LB","2uL"
"B1",46,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:01:16,36.9,"LB","2uL"
"B1",47,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:02:16,37,"LB","2uL"
"B1",48,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:03:16,37,"LB","2uL"
"B1",49,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:04:16,37,"LB","2uL"
"B1",50,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:05:16,37,"LB","2uL"
"B1",51,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:06:16,36.9,"LB","2uL"
"B1",52,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:07:16,37,"LB","2uL"
"B1",53,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:08:16,37,"LB","2uL"
"B1",54,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:09:16,37,"LB","2uL"
"B1",55,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:10:16,37,"LB","2uL"
"B1",56,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:11:16,37,"LB","2uL"
"B1",57,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:12:16,37,"LB","2uL"
"B1",58,0.087,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:13:16,37,"LB","2uL"
"B1",59,0.088,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:14:16,37,"LB","2uL"
"B1",60,0.088,"T1",0,"C","T1_C_0","T1_0",1,2023-01-14 00:15:16,37,"LB","2uL"
"B10",0,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:03:16,37,"LB","2uL"
"B10",1,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:04:16,37,"LB","2uL"
"B10",2,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:05:16,37,"LB","2uL"
"B10",3,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:06:16,37,"LB","2uL"
"B10",4,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:07:16,37,"LB","2uL"
"B10",5,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:08:16,37,"LB","2uL"
"B10",6,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:16,36.9,"LB","2uL"
"B10",7,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:10:16,37,"LB","2uL"
"B10",8,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:11:16,37,"LB","2uL"
"B10",9,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:12:16,37,"LB","2uL"
"B10",10,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:13:16,36.9,"LB","2uL"
"B10",11,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:16,36.9,"LB","2uL"
"B10",12,0.088,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:15:16,37,"LB","2uL"
"B10",13,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:00:00,37,"LB","2uL"
"B10",14,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:01:00,36.9,"LB","2uL"
"B10",15,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:02:00,36.9,"LB","2uL"
"B10",16,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:03:00,37,"LB","2uL"
"B10",17,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:04:00,37,"LB","2uL"
"B10",18,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:05:00,37,"LB","2uL"
"B10",19,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:06:00,37,"LB","2uL"
"B10",20,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:07:00,37,"LB","2uL"
"B10",21,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:08:00,37,"LB","2uL"
"B10",22,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:00,37,"LB","2uL"
"B10",23,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:10:00,37,"LB","2uL"
"B10",24,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:11:00,37,"LB","2uL"
"B10",25,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:12:00,37,"LB","2uL"
"B10",26,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:13:00,36.9,"LB","2uL"
"B10",27,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:00,37,"LB","2uL"
"B10",28,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:15:00,37,"LB","2uL"
"B10",31,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:02:16,37,"LB","2uL"
"B10",32,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:03:16,37,"LB","2uL"
"B10",33,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:04:16,37,"LB","2uL"
"B10",34,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:05:16,37,"LB","2uL"
"B10",35,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:06:16,37,"LB","2uL"
"B10",36,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:07:16,37,"LB","2uL"
"B10",37,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:08:16,37,"LB","2uL"
"B10",38,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:16,37,"LB","2uL"
"B10",39,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:10:16,37,"LB","2uL"
"B10",40,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:11:16,37,"LB","2uL"
"B10",41,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:12:16,37,"LB","2uL"
"B10",42,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:13:16,37,"LB","2uL"
"B10",43,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:16,37,"LB","2uL"
"B10",44,0.089,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:15:16,37,"LB","2uL"
"B10",49,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:04:16,37,"LB","2uL"
"B10",50,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:05:16,37,"LB","2uL"
"B10",51,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:06:16,36.9,"LB","2uL"
"B10",52,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:07:16,37,"LB","2uL"
"B10",53,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:08:16,37,"LB","2uL"
"B10",54,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:16,37,"LB","2uL"
"B10",55,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:10:16,37,"LB","2uL"
"B10",56,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:11:16,37,"LB","2uL"
"B10",57,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:12:16,37,"LB","2uL"
"B10",58,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:13:16,37,"LB","2uL"
"B10",59,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:16,37,"LB","2uL"
"B10",60,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:15:16,37,"LB","2uL"
"B10",65,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:04:16,37,"LB","2uL"
"B10",70,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:16,37,"LB","2uL"
"B10",75,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:16,37,"LB","2uL"
"B10",80,0.09,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:19:16,37,"LB","2uL"
"B10",85,0.091,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:24:16,37,"LB","2uL"
"B10",90,0.091,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:29:16,37,"LB","2uL"
"B10",95,0.092,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:34:16,37,"LB","2uL"
"B10",100,0.092,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:39:16,36.9,"LB","2uL"
"B10",105,0.093,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:44:16,37,"LB","2uL"
"B10",110,0.094,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:49:16,37,"LB","2uL"
"B10",115,0.094,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",120,0.095,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",130,0.097,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:09:16,37,"LB","2uL"
"B10",135,0.099,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:14:16,37,"LB","2uL"
"B10",175,0.117,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",180,0.121,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",235,0.183,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",240,0.192,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",295,0.297,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",300,0.308,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",355,0.383,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",360,0.389,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",415,0.427,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",420,0.429,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B10",475,0.441,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:54:16,37,"LB","2uL"
"B10",480,0.441,"T8",0,"B","T8_B_0","T8_0",8,2023-01-14 00:59:16,37,"LB","2uL"
"B11",0,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:03:16,37,"LB","2uL"
"B11",1,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:16,37,"LB","2uL"
"B11",2,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:05:16,37,"LB","2uL"
"B11",3,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:06:16,37,"LB","2uL"
"B11",4,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:07:16,37,"LB","2uL"
"B11",5,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:08:16,37,"LB","2uL"
"B11",6,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:16,36.9,"LB","2uL"
"B11",7,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:10:16,37,"LB","2uL"
"B11",8,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:11:16,37,"LB","2uL"
"B11",9,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:12:16,37,"LB","2uL"
"B11",10,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:13:16,36.9,"LB","2uL"
"B11",11,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:16,36.9,"LB","2uL"
"B11",12,0.088,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:15:16,37,"LB","2uL"
"B11",13,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:00:00,37,"LB","2uL"
"B11",14,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:01:00,36.9,"LB","2uL"
"B11",15,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:02:00,36.9,"LB","2uL"
"B11",16,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:03:00,37,"LB","2uL"
"B11",17,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:00,37,"LB","2uL"
"B11",18,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:05:00,37,"LB","2uL"
"B11",19,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:06:00,37,"LB","2uL"
"B11",20,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:07:00,37,"LB","2uL"
"B11",21,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:08:00,37,"LB","2uL"
"B11",22,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:00,37,"LB","2uL"
"B11",23,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:10:00,37,"LB","2uL"
"B11",24,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:11:00,37,"LB","2uL"
"B11",25,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:12:00,37,"LB","2uL"
"B11",26,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:13:00,36.9,"LB","2uL"
"B11",27,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:00,37,"LB","2uL"
"B11",28,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:15:00,37,"LB","2uL"
"B11",31,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:02:16,37,"LB","2uL"
"B11",32,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:03:16,37,"LB","2uL"
"B11",33,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:16,37,"LB","2uL"
"B11",34,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:05:16,37,"LB","2uL"
"B11",35,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:06:16,37,"LB","2uL"
"B11",36,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:07:16,37,"LB","2uL"
"B11",37,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:08:16,37,"LB","2uL"
"B11",38,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:16,37,"LB","2uL"
"B11",39,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:10:16,37,"LB","2uL"
"B11",40,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:11:16,37,"LB","2uL"
"B11",41,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:12:16,37,"LB","2uL"
"B11",42,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:13:16,37,"LB","2uL"
"B11",43,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:16,37,"LB","2uL"
"B11",44,0.09,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:15:16,37,"LB","2uL"
"B11",49,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:16,37,"LB","2uL"
"B11",50,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:05:16,37,"LB","2uL"
"B11",51,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:06:16,36.9,"LB","2uL"
"B11",52,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:07:16,37,"LB","2uL"
"B11",53,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:08:16,37,"LB","2uL"
"B11",54,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:16,37,"LB","2uL"
"B11",55,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:10:16,37,"LB","2uL"
"B11",56,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:11:16,37,"LB","2uL"
"B11",57,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:12:16,37,"LB","2uL"
"B11",58,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:13:16,37,"LB","2uL"
"B11",59,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:16,37,"LB","2uL"
"B11",60,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:15:16,37,"LB","2uL"
"B11",65,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:16,37,"LB","2uL"
"B11",70,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:16,37,"LB","2uL"
"B11",75,0.091,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:16,37,"LB","2uL"
"B11",80,0.092,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:19:16,37,"LB","2uL"
"B11",85,0.092,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:24:16,37,"LB","2uL"
"B11",90,0.093,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:29:16,37,"LB","2uL"
"B11",95,0.093,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:34:16,37,"LB","2uL"
"B11",100,0.093,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:39:16,36.9,"LB","2uL"
"B11",105,0.094,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:44:16,37,"LB","2uL"
"B11",110,0.095,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:49:16,37,"LB","2uL"
"B11",115,0.095,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:54:16,37,"LB","2uL"
"B11",120,0.096,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:59:16,37,"LB","2uL"
"B11",125,0.097,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:04:16,36.9,"LB","2uL"
"B11",130,0.098,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:09:16,37,"LB","2uL"
"B11",135,0.1,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:14:16,37,"LB","2uL"
"B11",175,0.118,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:54:16,37,"LB","2uL"
"B11",180,0.122,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:59:16,37,"LB","2uL"
"B11",235,0.188,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:54:16,37,"LB","2uL"
"B11",240,0.198,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:59:16,37,"LB","2uL"
"B11",295,0.295,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:54:16,37,"LB","2uL"
"B11",300,0.305,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:59:16,37,"LB","2uL"
"B11",355,0.368,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:54:16,37,"LB","2uL"
"B11",360,0.373,"T9",0,"B","T9_B_0","T9_0",9,2023-01-14 00:59:16,37,"LB","2uL"
